;Perm State University, Perm, Russia, 614990;;;;
54177;424;297;0.00396802;59.29000092;41.5923996
54178;424;297;0.025791001;59.29150009;41.5909996
54179;424;297;0.00595187;59.29090118;41.87149811
54180;424;297;0.00277755;59.29079819;41.97060013
54181;424;297;0.104742996;59.2942009;42.50799942
54182;424;297;0.00396781;59.29190063;41.97940063
54183;424;297;0.00991937;59.29240036;42.51530075
54184;424;297;0.0067451;59.29270172;41.97750092
54185;424;297;0.00317418;59.29249954;41.59619904
54186;424;297;0.01349;59.29309845;41.6026001
54187;424;297;0.0023806;59.29290009;42.24720001
54188;424;297;0.018647401;59.29430008;41.93379974
54189;424;297;0.00238058;59.29339981;41.59349823
54190;424;297;0.00238059;59.29330063;41.61330032
54191;424;297;0.0222183;59.29399872;41.59730148
54192;424;297;0.0031741;59.29349899;42.01070023
54193;424;297;0.00872866;59.29380035;42.24909973
54194;424;297;0.00277732;59.29359818;42.24440002
54195;424;297;0.00634808;59.29410172;41.90950012
54196;424;297;0.00396754;59.29430008;41.98860168
54197;424;297;0.042451501;59.29510117;41.6067009
54198;424;297;0.040467001;59.29579926;41.6128006
54199;424;297;0.00634786;59.29520035;41.66019821
54200;424;297;0.00357065;59.29550171;42.2458992
54201;424;297;0.0111087;59.29550171;41.87220001
54202;424;297;0.019439699;59.29639816;42.56349945
54203;424;297;0.092829302;59.2983017;41.60580063
54204;424;297;0.0115051;59.29650116;42.25260162
54205;424;297;0.00476072;59.29639816;42.24629974
54206;424;297;0.00436404;59.29610062;42.56710052
54207;424;297;0.0099181;59.29660034;42.57030106
54208;424;297;0.009918;59.29710007;41.6094017
54209;424;297;0.00555412;59.29669952;42.01259995
54210;424;297;0.0218189;59.2983017;41.61180115
54211;424;297;0.00317368;59.29800034;41.89419937
54212;424;297;0.00555387;59.29850006;41.67570114
54213;424;297;0.196741998;59.30260086;41.61700058
54214;424;297;0.00396696;59.29919815;41.89619827
54215;424;297;0.062674299;59.30120087;42.50299835
54216;424;297;0.00357017;59.29999924;42.2118988
54217;424;297;0.228459999;59.30479813;42.51649857
54218;424;297;0.00436341;59.30110168;41.91130066
54219;424;297;0.124542996;59.30459976;41.90340042
54220;424;297;0.0118999;59.30199814;41.91830063
54221;424;297;0.00436337;59.30149841;42.32419968
54222;424;297;0.00277665;59.30189896;42.26229858
54223;424;297;0.095194302;59.30369949;42.50749969
54224;424;297;0.027368899;59.30310059;41.62360001
54225;424;297;0.00436323;59.30250168;41.89889908
54226;424;297;0.021815799;59.3030014;42.52259827
54227;424;297;0.00912302;59.30289841;41.63059998
54228;424;297;0.017055999;59.30310059;42.48649979
54229;424;297;0.00396657;59.30250168;42.48789978
54230;424;297;0.00713969;59.30319977;41.92060089
54231;424;297;0.0142792;59.30350113;42.35100174
54232;424;297;0.046801999;59.30519867;41.63399887
54233;424;297;0.00594958;59.30410004;41.91439819
54234;424;297;0.00396633;59.30450058;42.52349854
54235;424;297;0.0142784;59.30550003;42.50429916
54236;424;297;0.00396621;59.30580139;42.03540039
54237;424;297;0.00317296;59.30569839;41.63029861
54238;424;297;0.00237972;59.30580139;41.89490128
54239;424;297;0.00277632;59.30599976;41.9151001
54240;424;297;0.60235101;59.31219864;41.63219833
54241;424;297;0.00594918;59.3064003;41.63180161
54242;424;297;0.00237968;59.3064003;41.89550018
54243;424;297;0.0245887;59.30810165;41.89170074
54244;424;297;0.044815399;59.30770111;41.91849899
54245;424;297;0.00475918;59.30759811;41.89350128
54246;424;297;0.00951843;59.30730057;41.90859985
54247;424;297;0.00317277;59.30780029;41.90639877
54248;424;297;0.00237959;59.30780029;42.58509827
54249;424;297;0.00991475;59.3083992;42.43669891
54250;424;297;0.00317275;59.30799866;41.82450104
54251;424;297;0.00634545;59.30830002;41.87939835
54252;424;297;0.011501;59.30870056;41.90790176
54253;424;297;0.00991464;59.30870056;42.04710007
54254;424;297;0.00237953;59.30860138;42.48199844
54255;424;297;0.00237951;59.30870056;41.91080093
54256;424;297;0.00832823;59.30889893;42.02610016
54257;424;297;0.00475896;59.30920029;42.52360153
54258;424;297;0.00396582;59.3091011;41.93610001
54259;424;297;0.080105796;59.31060028;42.03079987
54260;424;297;0.0122937;59.30989838;42.40710068
54261;424;297;0.0055518;59.31119919;41.89289856
54262;424;297;0.00317246;59.31119919;42.55490112
54263;424;297;0.00475867;59.31129837;42.54919815
54264;424;297;0.00475857;59.31200027;42.05830002
54265;424;297;0.00237926;59.31240082;42.02600098
54266;424;297;0.00356887;59.3125;41.62749863
54267;424;297;0.00356885;59.31280136;41.64649963
54268;424;297;0.00396538;59.31290054;42.03779984
54269;424;297;0.00475827;59.31420135;42.28250122
54270;424;297;0.0055513;59.31430054;41.65629959
54271;424;297;0.0229975;59.31529999;41.65390015
54272;424;297;0.0075338;59.31470108;42.55830002
54273;424;297;0.00713721;59.31510162;42.06740189
54274;424;297;0.0154639;59.31510162;42.07009888
54275;424;297;0.00237908;59.31499863;41.63990021
54276;424;297;0.00475815;59.31499863;42.56620026
54277;424;297;0.0261693;59.31570053;42.03710175
54278;424;297;0.00634405;59.31579971;42.07770157
54279;424;297;0.00356857;59.31549835;42.68259811
54280;424;297;0.00475802;59.31600189;41.96260071
54281;424;297;0.00555096;59.31639862;41.94189835
54282;424;297;0.00237897;59.31650162;42.05590057
54283;424;297;0.0241859;59.31679916;42.07289886
54284;424;297;0.00594728;59.31729889;41.97660065
54285;424;297;0.00792971;59.31729889;42.03639984
54286;424;297;0.0146698;59.31779861;42.03910065
54287;424;297;0.079295099;59.31819916;41.89250183
54288;424;297;0.037267499;59.31930161;42.53469849
54289;424;297;0.00911876;59.31880188;41.66260147
54290;424;297;0.00832559;59.31980133;42.0489006
54291;424;297;0.0134794;59.32009888;41.66559982
54292;424;297;0.00396454;59.32009888;42.41640091
54293;424;297;0.00237871;59.32009888;42.68880081
54294;424;297;0.144693002;59.32320023;42.05479813
54295;424;297;0.021803999;59.32160187;41.66130066
54296;424;297;0.0051537;59.32139969;42.06760025
54297;424;297;0.0067394;59.32160187;42.08869934
54298;424;297;0.00515351;59.32260132;41.84500122
54299;424;297;0.0107035;59.32249832;42.69680023
54300;424;297;0.022595599;59.32350159;42.27289963
54301;424;297;0.00356774;59.32329941;42.51449966
54302;424;297;0.024576999;59.32440186;42.09529877
54303;424;297;0.040828701;59.32509995;41.65919876
54304;424;297;0.00317129;59.32379913;42.56240082
54305;424;297;0.017045099;59.32490158;41.66339874
54306;424;297;0.00911714;59.32500076;42.3158989
54307;424;297;0.0142703;59.32490158;42.23289871
54308;424;297;0.00436032;59.32540131;41.66559982
54309;424;297;0.00237839;59.32500076;41.66740036
54310;424;297;0.00673858;59.32580185;42.73109818
54311;424;297;0.00237834;59.32550049;42.29719925
54312;424;297;0.00277472;59.32569885;42.73300171
54313;424;297;0.00396388;59.32569885;41.68759918
54314;424;297;0.00515301;59.32590103;42.06499863
54315;424;297;0.020214999;59.32709885;42.18159866
54316;424;297;0.00634214;59.32619858;42.3423996
54317;424;297;0.0257644;59.3266983;42.12559891
54318;424;297;0.0107022;59.3266983;41.74980164
54319;424;297;0.0051529;59.3266983;42.06800079
54320;424;297;0.00634202;59.3268013;42.07970047
54321;424;297;0.0122876;59.32690048;41.66759872
54322;424;297;0.055094901;59.32770157;42.09049988
54323;424;297;0.0126838;59.32740021;42.07709885
54324;424;297;0.00436007;59.32740021;42.72610092
54325;424;297;0.00713462;59.32749939;42.06710052
54326;424;297;0.00356732;59.32720184;42.12189865
54327;424;297;0.00237821;59.32749939;41.66939926
54328;424;297;0.024574;59.32870102;41.68090057
54329;424;297;0.00832365;59.32780075;42.11460114
54330;424;297;0.0376538;59.32860184;42.29940033
54331;424;297;0.0130799;59.3280983;42.37559891
54332;424;297;0.122868001;59.32929993;42.15439987
54333;424;297;0.0067381;59.32830048;42.19060135
54334;424;297;0.00911626;59.32830048;42.51530075
54335;424;297;0.00396357;59.32830048;41.66270065
54336;424;297;0.00792705;59.3288002;42.29529953
54337;424;297;0.0182321;59.32899857;42.12820053
54338;424;297;0.04439;59.33000183;42.73360062
54339;424;297;0.00317081;59.32889938;41.70750046
54340;424;297;0.00515254;59.32920074;42.18379974
54341;424;297;0.00475617;59.32929993;42.72529984
54342;424;297;0.0031708;59.32910156;42.7262001
54343;424;297;0.00554881;59.32960129;41.76380157
54344;424;297;0.00317075;59.32949829;42.07369995
54345;424;297;0.029725499;59.32989883;42.17879868
54346;424;297;0.0130792;59.33000183;41.6731987
54347;424;297;0.00554876;59.32989883;42.19039917
54348;424;297;0.00911576;59.33010101;42.51459885
54349;424;297;0.00317071;59.33000183;42.10919952
54350;424;297;0.00792666;59.33050156;42.1955986
54351;424;297;0.0130788;59.33089828;42.07529831
54352;424;297;0.0043596;59.33100128;41.67129898
54353;424;297;0.032498401;59.33140182;42.18970108
54354;424;297;0.00237798;59.33069992;42.74240112
54355;424;297;0.013475;59.33119965;41.67539978
54356;424;297;0.00911543;59.33140182;42.13219833
54357;424;297;0.0118897;59.33140182;42.4233017
54358;424;297;0.00832271;59.33179855;42.73960114
54359;424;297;0.00317056;59.33150101;42.74670029
54360;424;297;0.031308699;59.33229828;42.15499878
54361;424;297;0.0162489;59.3321991;42.38539886
54362;424;297;0.00832257;59.33229828;42.51679993
54363;424;297;0.0107005;59.33200073;42.74250031
54364;424;297;0.0174374;59.332901;42.13570023
54365;424;297;0.00832258;59.3321991;42.54639816
54366;424;297;0.00435946;59.33209991;42.73289871
54367;424;297;0.0313076;59.33340073;41.67689896
54368;424;297;0.00634093;59.33259964;42.03609848
54369;424;297;0.027344801;59.33319855;42.12680054
54370;424;297;0.00237785;59.33259964;42.0379982
54371;424;297;0.0103039;59.33309937;42.73789978
54372;424;297;0.00634087;59.33319855;42.75590134
54373;424;297;0.007926;59.33340073;41.67269897
54374;424;297;0.00237782;59.33300018;41.76660156
54375;424;297;0.00871861;59.33330154;42.5143013
54376;424;297;0.00951117;59.33349991;42.3871994
54377;424;297;0.0138699;59.33480072;42.04230118
54378;424;297;0.00951098;59.33409882;42.75120163
54379;424;297;0.0245692;59.33539963;42.19549942
54380;424;297;0.0031703;59.33449936;42.1554985
54381;424;297;0.00554799;59.33440018;42.16270065
54382;424;297;0.00594424;59.3348999;42.74679947
54383;424;297;0.00396281;59.33499908;41.68759918
54384;424;297;0.00634047;59.33509827;41.72610092
54385;424;297;0.0063404;59.33560181;42.19810104
54386;424;297;0.00317023;59.33509827;42.74829865
54387;424;297;0.018624799;59.33570099;42.42409897
54388;424;297;0.0202098;59.33589935;42.03910065
54389;424;297;0.00317021;59.33539963;42.75500107
54390;424;297;0.00713285;59.33589935;42.5489006
54391;424;297;0.00673652;59.33639908;42.55680084
54392;424;297;0.00435888;59.33660126;42.07440186
54393;424;297;0.00475506;59.33739853;41.74649811
54394;424;297;0.0051512;59.33800125;42.19549942
54395;424;297;0.0138684;59.33850098;42.07759857
54396;424;297;0.00316996;59.33819962;42.55899811
54397;424;297;0.0146608;59.33879852;42.56280136
54398;424;297;0.0047549;59.3382988;42.6094017
54399;424;297;0.0134722;59.33850098;42.79499817
54400;424;297;0.083996303;59.34120178;42.7541008
54401;424;297;0.0142641;59.33980179;42.59870148
54402;424;297;0.0027736;59.33959961;42.78350067
54403;424;297;0.0103019;59.33969879;42.78770065
54404;424;297;0.0146601;59.34049988;42.21020126
54405;424;297;0.039225802;59.34030151;42.77619934
54406;424;297;0.0031698;59.33980179;41.73239899
54407;424;297;0.00396223;59.34009933;42.46319962
54408;424;297;0.031300999;59.34069824;42.60760117
54409;424;297;0.00237727;59.34090042;42.3227005
54410;424;297;0.00435833;59.3409996;42.5530014
54411;424;297;0.00633937;59.34120178;42.74330139
54412;424;297;0.00752799;59.34109879;42.79140091
54413;424;297;0.00316966;59.34140015;42.35150146
54414;424;297;0.00435828;59.34140015;42.61090088
54415;424;297;0.00356579;59.34189987;42.54719925
54416;424;297;0.00277336;59.3423996;42.34410095
54417;424;297;0.0110934;59.34249878;42.55559921
54418;424;297;0.0277334;59.34270096;42.59550095
54419;424;297;0.028129499;59.34280014;42.60800171
54420;424;297;0.00237717;59.34249878;42.21239853
54421;424;297;0.00594282;59.3429985;42.52519989
54422;424;297;0.00594275;59.34339905;42.4742012
54423;424;297;0.017828099;59.34379959;42.59790039
54424;424;297;0.00990465;59.34320068;42.79740143
54425;424;297;0.010697;59.34339905;42.13439941
54426;424;297;0.0106969;59.34360123;42.52920151
54427;424;297;0.00237711;59.34339905;42.53390121
54428;424;297;0.00673514;59.34329987;42.10150146
54429;424;297;0.00316947;59.34339905;42.13190079
54430;424;297;0.00515036;59.34360123;42.44459915
54431;424;297;0.00831979;59.34370041;42.73160172
54432;424;297;0.00515032;59.34379959;42.14759827
54433;424;297;0.0118852;59.34420013;42.53300095
54434;424;297;0.00396171;59.3445015;42.10010147
54435;424;297;0.00633864;59.34500122;42.10879898
54436;424;297;0.032088701;59.34569931;42.47829819
54437;424;297;0.035654299;59.34560013;42.12540054
54438;424;297;0.00594246;59.3451004;42.15010071
54439;424;297;0.070512801;59.34719849;42.13880157
54440;424;297;0.00277311;59.34569931;42.64229965
54441;424;297;0.00515007;59.34579849;42.11579895
54442;424;297;0.0122808;59.34590149;42.15859985
54443;424;297;0.0503105;59.34669876;42.10879898
54444;424;297;0.00356535;59.34629822;42.11869812
54445;424;297;0.00277306;59.34609985;42.54759979
54446;424;297;0.00316915;59.34669876;41.7594986
54447;424;297;0.00792274;59.34740067;42.54650116
54448;424;297;0.0114879;59.34759903;42.09719849
54449;424;297;0.00554591;59.34740067;42.11380005
54450;424;297;0.00356524;59.34749985;42.74250031
54451;424;297;0.00316909;59.34730148;42.74959946
54452;424;297;0.00396136;59.34749985;42.35960007
54453;424;297;0.0114879;59.34759903;42.52190018
54454;424;297;0.0130724;59.34780121;42.69300079
54455;424;297;0.00752643;59.34820175;42.10490036
54456;424;297;0.00277292;59.34799957;42.48120117
54457;424;297;0.00831867;59.34830093;42.48310089
54458;424;297;0.00713031;59.34830093;42.55519867
54459;424;297;0.00277291;59.34809875;42.74810028
54460;424;297;0.00435739;59.34840012;42.12480164
54461;424;297;0.0166372;59.34859848;42.56370163
54462;424;297;0.0126759;59.34880066;42.5984993
54463;424;297;0.00316899;59.34859848;42.65159988
54464;424;297;0.0110913;59.34899902;42.10760117
54465;424;297;0.020597801;59.34970093;42.10350037
54466;424;297;0.00594173;59.34930038;42.48680115
54467;424;297;0.037234601;59.34949875;42.70220184
54468;424;297;0.00237672;59.34889984;42.76210022
54469;424;297;0.00514948;59.34939957;42.11529922
54470;424;297;0.00792224;59.34960175;42.24729919
54471;424;297;0.00594165;59.34970093;42.12850189
54472;424;297;0.034857299;59.35010147;42.70740128
54473;424;297;0.00237667;59.34949875;42.75849915
54474;424;297;0.00396107;59.34999847;42.3451004
54475;424;297;0.020993;59.35110092;42.48860168
54476;424;297;0.00911026;59.35079956;42.55680084
54477;424;297;0.0114867;59.35110092;42.71390152
54478;424;297;0.00911023;59.35079956;42.1310997
54479;424;297;0.00316872;59.35129929;42.49169922
54480;424;297;0.00316871;59.35150146;42.72700119
54481;424;297;0.041983601;59.35300064;42.49549866
54482;424;297;0.0190119;59.35219955;42.71110153
54483;424;297;0.00910992;59.35200119;42.73189926
54484;424;297;0.0265372;59.3526001;42.71620178
54485;424;297;0.00792162;59.35229874;42.77500153
54486;424;297;0.00277252;59.35279846;42.65930176
54487;424;297;0.00554504;59.35290146;42.62390137
54488;424;297;0.0772321;59.35390091;42.77190018
54489;424;297;0.026536301;59.35369873;42.52199936
54490;424;297;0.00514888;59.35340118;42.10219955
54491;424;297;0.00316855;59.35329819;42.55390167
54492;424;297;0.035248801;59.35469818;42.53250122
54493;424;297;0.00831734;59.35369873;42.75970078
54494;424;297;0.00396063;59.35390091;42.68379974
54495;424;297;0.018218501;59.354599;42.63510132
54496;424;297;0.00237639;59.35369873;42.75350189
54497;424;297;0.00316849;59.35390091;42.75500107
54498;424;297;0.0205948;59.35469818;42.76290131
54499;424;297;0.030495699;59.35509872;42.11769867
54500;424;297;0.00792104;59.35469818;42.12739944
54501;424;297;0.00277239;59.354599;42.25839996
54502;424;297;0.0110893;59.3553009;42.52519989
54503;424;297;0.00237628;59.35509872;42.24919891
54504;424;297;0.081583001;59.35630035;42.49980164
54505;424;297;0.0150497;59.35520172;42.50550079
54506;424;297;0.00673268;59.35570145;42.69309998
54507;424;297;0.0043564;59.35609818;42.69060135
54508;424;297;0.00990078;59.35660172;42.52840042
54509;424;297;0.00554447;59.35630035;42.49240112
54510;424;297;0.0257417;59.35710144;42.69609833
54511;424;297;0.020197401;59.35699844;42.52330017
54512;424;297;0.0194051;59.35739899;42.58560181
54513;424;297;0.00316819;59.35720062;42.12250137
54514;424;297;0.00990058;59.3572998;42.68930054
54515;424;297;0.174631;59.36019897;42.52069855
54516;424;297;0.0110883;59.35839844;42.29869843
54517;424;297;0.00910817;59.35860062;42.69990158
54518;424;297;0.037223801;59.3594017;42.35189819
54519;424;297;0.00277209;59.35820007;42.68629837
54520;424;297;0.00237605;59.35839844;42.66609955
54521;424;297;0.0079201;59.35879898;42.59159851
54522;424;297;0.0114841;59.35889816;42.58959961
54523;424;297;0.0225721;59.35910034;42.70479965
54524;424;297;0.0098999;59.35960007;41.74769974
54525;424;297;0.0126719;59.3594017;42.69549942
54526;424;297;0.00791994;59.35950089;42.0882988
54527;424;297;0.045935199;59.35990143;42.15330124
54528;424;297;0.00514804;59.35900116;42.58309937
54529;424;297;0.00554401;59.35910034;42.59469986
54530;424;297;0.002772;59.35919952;42.30049896
54531;424;297;0.00277201;59.3594017;42.67459869
54532;424;297;0.0134637;59.36009979;42.69800186
54533;424;297;0.0158395;59.36019897;42.11520004
54534;424;297;0.0166316;59.36019897;42.14730072
54535;424;297;0.00950372;59.36019897;42.67210007
54536;424;297;0.0110875;59.36090088;42.09690094
54537;424;297;0.00475182;59.36050034;42.81700134
54538;424;297;0.0114834;59.36109924;42.21960068
54539;424;297;0.00475178;59.36109924;42.52830124
54540;424;297;0.013067;59.36190033;42.59909821
54541;424;297;0.046724699;59.36169815;42.68109894
54542;424;297;0.016235;59.3614006;42.58860016
54543;424;297;0.00752349;59.36159897;42.76660156
54544;424;297;0.00910743;59.36119843;42.68470001
54545;424;297;0.00395974;59.36149979;42.24269867
54546;424;297;0.0217783;59.36199951;42.5951004
54547;424;297;0.00237582;59.36169815;42.46659851
54548;424;297;0.0134629;59.36209869;42.60229874
54549;424;297;0.00395966;59.36220169;42.58589935
54550;424;297;0.00277178;59.36209869;42.22269821
54551;424;297;0.00791912;59.36309814;42.12390137
54552;424;297;0.00712727;59.3628006;42.27140045
54553;424;297;0.00237578;59.36249924;42.6548996
54554;424;297;0.0039595;59.36370087;42.1271019
54555;424;297;0.00475136;59.36389923;42.20140076
54556;424;297;0.00791886;59.36420059;42.24760056
54557;424;297;0.075226903;59.36520004;42.6169014
54558;424;297;0.0273192;59.36539841;42.69660187
54559;424;297;0.00316754;59.36429977;42.12419891
54560;424;297;0.0138575;59.36529922;42.61169815
54561;424;297;0.0122739;59.36500168;42.12900162
54562;424;297;0.00712678;59.36520004;42.6385994
54563;424;297;0.00435528;59.3647995;42.60400009
54564;424;297;0.015441;59.36589813;42.20460129
54565;424;297;0.00395927;59.36560059;42.63029861
54566;424;297;0.090664104;59.3667984;42.55749893
54567;424;297;0.00316738;59.36589813;42.57659912
54568;424;297;0.056615598;59.3667984;42.62519836
54569;424;297;0.00277144;59.36589813;42.60979843
54570;424;297;0.00871021;59.36640167;42.14500046
54571;424;297;0.00395917;59.36650085;42.31510162
54572;424;297;0.00435505;59.3667984;42.31790161
54573;424;297;0.00237548;59.36669922;42.52030182
54574;424;297;0.00950178;59.36719894;42.14220047
54575;424;297;0.00277137;59.36700058;42.14670181
54576;424;297;0.00673039;59.36740112;42.23059845
54577;424;297;0.00475082;59.36780167;42.6004982
54578;424;297;0.00475079;59.36800003;42.11289978
54579;424;297;0.0031672;59.36800003;42.32149887
54580;424;297;0.00752201;59.36830139;42.62220001
54581;424;297;0.141329005;59.36980057;42.56079865
54582;424;297;0.00791782;59.36859894;42.66569901
54583;424;297;0.00356307;59.36830139;42.6269989
54584;424;297;0.00514661;59.36849976;42.60070038
54585;424;297;0.018210599;59.36940002;42.32649994
54586;424;297;0.0114808;59.3689003;42.57249832
54587;424;297;0.00475065;59.36899948;42.11130142
54588;424;297;0.00316712;59.36880112;42.47679901
54589;424;297;0.0162313;59.36920166;42.24020004
54590;424;297;0.00237531;59.36930084;42.18489838
54591;424;297;0.00356295;59.36940002;42.13949966
54592;424;297;0.00237531;59.36930084;42.20890045
54593;424;297;0.00316706;59.36940002;42.61349869
54594;424;297;0.0055423;59.36980057;42.11840057
54595;424;297;0.00277117;59.36949921;42.82020187
54596;424;297;0.00395876;59.36989975;42.14419937
54597;424;297;0.00554215;59.37070084;42.55739975
54598;424;297;0.00277107;59.37080002;42.15129852
54599;424;297;0.00672972;59.3708992;42.1617012
54600;424;297;0.00593795;59.37099838;42.32860184
54601;424;297;0.00831319;59.37099838;42.33259964
54602;424;297;0.00277103;59.37120056;42.61619949
54603;424;297;0.00870886;59.37170029;42.15330124
54604;424;297;0.00435445;59.37139893;42.47629929
54605;424;297;0.00277098;59.37189865;42.16579819
54606;424;297;0.00554193;59.37210083;42.12099838
54607;424;297;0.00356267;59.37200165;42.11230087
54608;424;297;0.00712528;59.37229919;42.1446991
54609;424;297;0.00475011;59.37279892;42.12009811
54610;424;297;0.070854299;59.37360001;42.15250015
54611;424;297;0.00277092;59.37269974;42.18080139
54612;424;297;0.00475007;59.37310028;42.14640045
54613;424;297;0.0055417;59.37350082;42.7038002
54614;424;297;0.0221665;59.37390137;42.58589935
54615;424;297;0.00395823;59.37450027;42.67259979
54616;424;297;0.00554148;59.37469864;42.19409943
54617;424;297;0.00752051;59.37509918;42.47589874
54618;424;297;0.004354;59.375;42.17459869
54619;424;297;0.00593723;59.37519836;42.1590004
54620;424;297;0.0027707;59.37540054;42.6719017
54621;424;297;0.00237486;59.37559891;42.67620087
54622;424;297;0.0118742;59.37599945;42.68059921
54623;424;297;0.00435386;59.37599945;42.15499878
54624;424;297;0.00316644;59.37599945;42.47529984
54625;424;297;0.0027706;59.37649918;42.1772995
54626;424;297;0.00356218;59.37659836;42.68330002
54627;424;297;0.00752014;59.37680054;42.16239929
54628;424;297;0.00633263;59.37739944;42.58570099
54629;424;297;0.0067284;59.37760162;42.16989899
54630;424;297;0.00712411;59.37789917;42.16389847
54631;424;297;0.0130607;59.37829971;42.23419952
54632;424;297;0.00633247;59.37829971;42.60340118
54633;424;297;0.0166228;59.37820053;42.7215004
54634;424;297;0.00277045;59.37829971;42.17520142
54635;424;297;0.00751971;59.37870026;42.58959961
54636;424;297;0.00277044;59.37860107;42.2621994
54637;424;297;0.00672812;59.37900162;42.16799927
54638;424;297;0.0217668;59.38000107;42.17839813
54639;424;297;0.0154345;59.38019943;42.46889877
54640;424;297;0.022558101;59.38040161;42.60029984
54641;424;297;0.0110811;59.38040161;42.5904007
54642;424;297;0.00356179;59.38050079;42.5929985
54643;424;297;0.00277025;59.38079834;42.18199921
54644;424;297;0.00870642;59.3810997;42.15829849
54645;424;297;0.00474899;59.38090134;42.67879868
54646;424;297;0.0114763;59.38219833;42.58929825
54647;424;297;0.00316591;59.38169861;42.18019867
54648;424;297;0.00633172;59.38230133;42.16159821
54649;424;297;0.00633167;59.38259888;42.15090179
54650;424;297;0.00593597;59.38240051;42.167099
54651;424;297;0.0130591;59.38249969;42.60649872
54652;424;297;0.00395728;59.38270187;42.65940094
54653;424;297;0.0142456;59.38420105;42.17610168
54654;424;297;0.0114757;59.38399887;42.16329956
54655;424;297;0.00593572;59.38389969;42.60599899
54656;424;297;0.00989287;59.38380051;42.6114006
54657;424;297;0.00395701;59.38499832;42.15739822
54658;424;297;0.0043527;59.3852005;42.37749863
54659;424;297;0.00237416;59.38579941;42.14289856
54660;424;297;0.00751813;59.38600159;42.61320114
54661;424;297;0.00356124;59.38589859;42.6271019
54662;424;297;0.00395687;59.38629913;42.62879944
54663;424;297;0.00356118;59.38629913;42.70949936
54664;424;297;0.00395685;59.38650131;42.61539841
54665;424;297;0.00633093;59.38660049;42.4897995
54666;424;297;0.00276977;59.38669968;42.70299911
54667;424;297;0.00237405;59.38740158;42.61880112
54668;424;297;0.00356088;59.3891983;42.49319839
54669;424;297;0.0039565;59.38940048;42.7193985
54670;424;297;0.00316519;59.38959885;42.68190002
54671;424;297;0.0102866;59.39030075;42.59249878
54672;424;297;0.00237387;59.38999939;42.4919014
54673;424;297;0.0087041;59.39030075;42.49000168
54674;424;297;0.015825201;59.39120102;42.16249847
54675;424;297;0.00276944;59.39089966;42.6405983
54676;424;297;0.00514319;59.39120102;42.66460037
54677;424;297;0.00237374;59.39170074;42.38579941
54678;424;297;0.0118685;59.39239883;42.61809921
54679;424;297;0.0138465;59.39239883;42.65510178
54680;424;297;0.071602903;59.39410019;42.63589859
54681;424;297;0.0023737;59.39250183;42.56760025
54682;424;297;0.0031647;59.39479828;42.88660049
54683;424;297;0.026503401;59.39619827;42.64279938
54684;424;297;0.00395574;59.39609909;42.67340088
54685;424;297;0.00276898;59.39649963;42.66519928
54686;424;297;0.00830673;59.39730072;42.66809845
54687;424;297;0.00355996;59.39799881;42.65390015
54688;424;297;0.00514216;59.39820099;42.67919922
54689;424;297;0.00553766;59.39839935;42.79700089
54690;424;297;0.033224899;59.3995018;42.82369995
54691;424;297;0.035597801;59.39970016;42.54159927
54692;424;297;0.00237325;59.3987999;42.63819885
54693;424;297;0.00435091;59.39920044;42.69739914
54694;424;297;0.00316431;59.39899826;42.58319855
54695;424;297;0.0122616;59.3993988;42.66109848
54696;424;297;0.00355983;59.39929962;42.54470062
54697;424;297;0.039947599;59.40060043;42.64490128
54698;424;297;0.0126567;59.40039825;42.69800186
54699;424;297;0.048252702;59.40110016;42.59970093
54700;424;297;0.00593275;59.40100098;42.66799927
54701;424;297;0.00553726;59.40090179;41.84260178
54702;424;297;0.00316415;59.4007988;42.31999969
54703;424;297;0.452021003;59.40510178;42.69609833
54704;424;297;0.013052;59.40129852;42.65420151
54705;424;297;0.00355963;59.40119934;42.82049942
54706;424;297;0.0150294;59.40140152;42.56689835
54707;424;297;0.00751466;59.40159988;42.69729996
54708;424;297;0.00514161;59.40169907;42.79850006
54709;424;297;0.00593263;59.40159988;42.71170044
54710;424;297;0.00514162;59.40159988;42.82379913
54711;424;297;0.00316405;59.40169907;42.67869949
54712;424;297;0.258240998;59.40510178;42.60359955
54713;424;297;0.113503002;59.40399933;42.6794014
54714;424;297;0.0122605;59.40250015;42.58679962
54715;424;297;0.00870098;59.40230179;42.67340088
54716;424;297;0.004746;59.40240097;42.18180084
54717;424;297;0.00276851;59.40219879;42.6529007
54718;424;297;0.002373;59.40240097;42.69369888
54719;424;297;0.0106783;59.40299988;42.71789932
54720;424;297;0.00672323;59.40380096;42.58409882
54721;424;297;0.00395479;59.40420151;42.5802002
54722;424;297;0.0292651;59.40459824;42.65800095
54723;424;297;0.00237286;59.40449905;42.58179855
54724;424;297;0.0150276;59.4054985;42.58739853
54725;424;297;0.00672298;59.40510178;42.66730118
54726;424;297;0.114679001;59.40710068;42.61339951
54727;424;297;0.00237276;59.40579987;42.87229919
54728;424;297;0.00237271;59.40660095;42.60879898
54729;424;297;0.051803;59.40750122;42.67449951
54730;424;297;0.0146315;59.40729904;42.6228981
54731;424;297;0.00316353;59.40750122;42.82929993
54732;424;297;0.019771799;59.40800095;42.60540009
54733;424;297;0.00474519;59.40819931;42.59410095
54734;424;297;0.00316346;59.40829849;42.63750076
54735;424;297;0.0047452;59.40829849;42.83440018
54736;424;297;0.00474515;59.40850067;42.60979843
