;Perm State University, Perm, Russia, 614990;;;;
54737;424;297;0.043495402;59.40999985;42.67819977
54738;424;297;0.0031634;59.40890121;42.69100189
54739;424;297;0.0771043;59.41040039;42.61999893
54740;424;297;0.067615002;59.41019821;42.59519958
54741;424;297;0.0170028;59.40980148;42.62779999
54742;424;297;0.0217475;59.41030121;42.61019897
54743;424;297;0.0185843;59.40999985;42.6473999
54744;424;297;0.00869906;59.40990067;42.5705986
54745;424;297;0.00395413;59.40990067;42.61320114
54746;424;297;0.0312365;59.41109848;42.63150024
54747;424;297;0.00237242;59.41080093;42.63539886
54748;424;297;0.0173974;59.41139984;42.76470184
54749;424;297;0.00395396;59.41130066;42.60620117
54750;424;297;0.0166064;59.41189957;42.49060059
54751;424;297;0.01542;59.41230011;42.63660049
54752;424;297;0.00316313;59.41180038;42.21879959
54753;424;297;0.0035585;59.41199875;42.6473999
54754;424;297;0.00237234;59.41199875;42.76910019
54755;424;297;0.00869836;59.41279984;42.34619904
54756;424;297;0.00632615;59.41249847;42.60440063
54757;424;297;0.145492002;59.41460037;42.62260056
54758;424;297;0.0023723;59.41239929;42.63550186
54759;424;297;0.0130473;59.41350174;42.60079956
54760;424;297;0.00316305;59.41270065;42.25960159
54761;424;297;0.0193728;59.41419983;42.58660126
54762;424;297;0.00237229;59.41249847;42.64239883
54763;424;297;0.00513992;59.41279984;42.76179886
54764;424;297;0.00790745;59.41339874;42.6432991
54765;424;297;0.00553524;59.41329956;42.76660156
54766;424;297;0.00237222;59.4137001;42.76139832
54767;424;297;0.00237221;59.41379929;42.62829971
54768;424;297;0.0177912;59.41439819;42.64550018
54769;424;297;0.00276753;59.41429901;41.87020111
54770;424;297;0.0229306;59.41490173;42.63899994
54771;424;297;0.00237217;59.41419983;42.65110016
54772;424;297;0.00553503;59.41450119;42.73040009
54773;424;297;0.00395356;59.41479874;42.62979889
54774;424;297;0.00830242;59.4151001;41.86640167
54775;424;297;0.00672105;59.41490173;42.12210083
54776;424;297;0.0150231;59.41590118;42.63570023
54777;424;297;0.0173951;59.41590118;42.64279938
54778;424;297;0.010279;59.41569901;42.65259933
54779;424;297;0.00751155;59.41590118;42.64910126
54780;424;297;0.00316275;59.41600037;42.60850143
54781;424;297;0.00395342;59.41600037;42.75960159
54782;424;297;0.00395339;59.41640091;42.2276001
54783;424;297;0.00355804;59.41650009;42.6548996
54784;424;297;0.00276734;59.41669846;42.72480011
54785;424;297;0.0134411;59.41749954;42.64749908
54786;424;297;0.00434863;59.41699982;42.4897995
54787;424;297;0.00316259;59.41749954;42.58100128
54788;424;297;0.00711582;59.41759872;42.65119934
54789;424;297;0.0031626;59.41749954;42.65530014
54790;424;297;0.00751104;59.41799927;42.49440002
54791;424;297;0.0043485;59.41799927;42.52769852
54792;424;297;0.0023719;59.41820145;42.6385994
54793;424;297;0.0047438;59.41830063;42.65399933
54794;424;297;0.00553438;59.41859818;42.61989975
54795;424;297;0.00237185;59.41899872;42.45589828
54796;424;297;0.016602701;59.41939926;42.57099915
54797;424;297;0.0142309;59.41949844;42.52470016
54798;424;297;0.018579001;59.4197998;42.23799896
54799;424;297;0.00355775;59.4192009;42.71319962
54800;424;297;0.0118587;59.42050171;42.71659851
54801;424;297;0.0055341;59.42029953;42.41830063
54802;424;297;0.008301;59.42089844;42.56829834
54803;424;297;0.00355756;59.42089844;42.23970032
54804;424;297;0.00632451;59.4211998;42.66149902
54805;424;297;0.00316225;59.42110062;42.56150055
54806;424;297;0.00948661;59.4219017;42.63209915
54807;424;297;0.00474322;59.42240143;42.19910049
54808;424;297;0.00671957;59.42229843;42.59529877
54809;424;297;0.00909097;59.42309952;42.58639908
54810;424;297;0.00237156;59.42300034;42.62739944
54811;424;297;0.00316208;59.42300034;42.46250153
54812;424;297;0.056125298;59.42409897;42.34460068
54813;424;297;0.00434777;59.42380142;42.46379852
54814;424;297;0.00869549;59.42399979;42.5802002
54815;424;297;0.00711442;59.42419815;42.4856987
54816;424;297;0.00395244;59.42440033;42.46549988
54817;424;297;0.00988102;59.42480087;42.49000168
54818;424;297;0.00237142;59.42509842;42.49599838
54819;424;297;0.008695;59.42599869;42.45429993
54820;424;297;0.060467102;59.42739868;42.5447998
54821;424;297;0.0063236;59.42620087;42.78099823
54822;424;297;0.0181801;59.42649841;42.87350082
54823;424;297;0.102360003;59.42710114;42.88729858
54824;424;297;0.00316179;59.42620087;42.90719986
54825;424;297;0.00395223;59.42620087;42.46860123
54826;424;297;0.00750923;59.42639923;42.63790131
54827;424;297;0.00237132;59.42649841;42.23860168
54828;424;297;0.091687799;59.42779922;42.68199921
54829;424;297;0.0229223;59.42720032;42.8783989
54830;424;297;0.00948521;59.42689896;42.49459839
54831;424;297;0.00829944;59.42739868;42.5544014
54832;424;297;0.0102753;59.4280014;42.49879837
54833;424;297;0.00553285;59.4280014;42.18889999
54834;424;297;0.00237122;59.42789841;42.7840004
54835;424;297;0.071133599;59.4294014;42.91469955
54836;424;297;0.017388299;59.4292984;42.19520187
54837;424;297;0.0146222;59.42879868;42.55820084
54838;424;297;0.00237119;59.42839813;42.6427002
54839;424;297;0.00395198;59.42850113;42.66870117
54840;424;297;0.00434713;59.42890167;42.92039871
54841;424;297;0.00395188;59.42919922;42.92710114
54842;424;297;0.00276629;59.42959976;42.53300095
54843;424;297;0.054533999;59.43050003;42.86869812
54844;424;297;0.00632288;59.43000031;42.78850174
54845;424;297;0.041887499;59.43130112;42.53770065
54846;424;297;0.0039517;59.43080139;42.79100037
54847;424;297;0.00237104;59.43050003;42.24359894
54848;424;297;0.0213391;59.43069839;42.67419815
54849;424;297;0.0513709;59.43170166;42.79990005
54850;424;297;0.00395166;59.43130112;42.55680084
54851;424;297;0.0086936;59.4314003;42.6908989
54852;424;297;0.00671771;59.43180084;41.92869949
54853;424;297;0.031217299;59.43209839;42.55410004
54854;424;297;0.00237096;59.43180084;42.24639893
54855;424;297;0.00869337;59.43239975;42.79349899
54856;424;297;0.038724001;59.43320084;42.7983017
54857;424;297;0.0102738;59.43289948;41.93190002
54858;424;297;0.00632239;59.43280029;42.77180099
54859;424;297;0.0023709;59.43259811;42.54449844
54860;424;297;0.084160902;59.43510056;42.93579865
54861;424;297;0.0146199;59.4341011;42.24959946
54862;424;297;0.002766;59.43310165;42.68790054
54863;424;297;0.00948326;59.43379974;42.68719864
54864;424;297;0.0122491;59.4341011;42.92039871
54865;424;297;0.00711238;59.43420029;42.55709839
54866;424;297;0.00316105;59.43420029;42.57099915
54867;424;297;0.00276593;59.4341011;42.69260025
54868;424;297;0.0110635;59.43460083;42.92559814
54869;424;297;0.0237066;59.43600082;42.69419861
54870;424;297;0.0027659;59.43450165;42.89820099
54871;424;297;0.0391162;59.43579865;42.87329865
54872;424;297;0.00237071;59.43510056;41.9394989
54873;424;297;0.00829753;59.43510056;42.41960144
54874;424;297;0.00632185;59.4355011;42.68859863
54875;424;297;0.00395121;59.43500137;42.86009979
54876;424;297;0.0146192;59.43569946;42.86460114
54877;424;297;0.055313502;59.43719864;42.80220032
54878;424;297;0.00237064;59.43629837;42.68659973
54879;424;297;0.00395101;59.43669891;41.94760132
54880;424;297;0.0241009;59.43719864;42.70959854
54881;424;297;0.0280516;59.4375;42.31029892
54882;424;297;0.00474114;59.43740082;42.67660141
54883;424;297;0.0059264;59.4375;42.69010162
54884;424;297;0.331824005;59.44300079;42.68239975
54885;424;297;0.0027656;59.43790054;41.97299957
54886;424;297;0.144196004;59.44049835;42.70930099
54887;424;297;0.00316069;59.43830109;42.69060135
54888;424;297;0.00750647;59.43889999;42.69269943
54889;424;297;0.0079015;59.43899918;42.70249939
54890;424;297;0.00790148;59.43909836;42.25930023
54891;424;297;0.00987659;59.44010162;42.67430115
54892;424;297;0.029234201;59.44060135;41.95980072
54893;424;297;0.00395065;59.43989944;42.26819992
54894;424;297;0.0154074;59.44020081;42.69179916
54895;424;297;0.066369601;59.44060135;42.89830017
54896;424;297;0.0142221;59.44039917;42.75230026
54897;424;297;0.00395063;59.44010162;42.70149994
54898;424;297;0.00355556;59.44020081;42.26300049
54899;424;297;0.00434562;59.44060135;41.96749878
54900;424;297;0.0043456;59.4408989;42.31370163
54901;424;297;0.037528999;59.44179916;42.69869995
54902;424;297;0.00632077;59.44139862;42.53540039
54903;424;297;0.00316036;59.4416008;42.69290161
54904;424;297;0.0027653;59.44189835;42.69169998
54905;424;297;0.0165911;59.44340134;42.31700134
54906;424;297;0.00434538;59.44250107;41.96620178
54907;424;297;0.0146162;59.44279861;42.67639923
54908;424;297;0.00434541;59.44240189;42.67900085
54909;424;297;0.010666;59.44250107;42.68870163
54910;424;297;0.00750543;59.44350052;42.69269943
54911;424;297;0.069916099;59.44499969;42.70040131
54912;424;297;0.00276512;59.44400024;42.74359894
54913;424;297;0.00355512;59.44440079;42.73260117
54914;424;297;0.018169999;59.44549942;42.93420029
54915;424;297;0.00908514;59.44499969;42.80920029
54916;424;297;0.00237007;59.44449997;42.73659897
54917;424;297;0.0165902;59.44520187;42.69010162
54918;424;297;0.00513508;59.44499969;42.74639893
54919;424;297;0.0517435;59.44649887;42.87379837
54920;424;297;0.00869004;59.44540024;42.94820023
54921;424;297;0.00237003;59.44509888;42.7336998
54922;424;297;0.0122449;59.4457016;42.73149872
54923;424;297;0.0466078;59.44720078;42.69350052
54924;424;297;0.00236996;59.44599915;42.97909927
54925;424;297;0.0134296;59.44649887;42.35029984
54926;424;297;0.0082947;59.44680023;42.35290146
54927;424;297;0.0059248;59.44670105;42.88159943
54928;424;297;0.00236993;59.44649887;42.66360092
54929;424;297;0.00473984;59.44670105;42.87799835
54930;424;297;0.087286398;59.44889832;42.88669968
54931;424;297;0.00671443;59.44850159;42.34479904
54932;424;297;0.00710946;59.44800186;42.75130081
54933;424;297;0.00236979;59.44850159;42.62680054
54934;424;297;0.00315972;59.44839859;42.73630142
54935;424;297;0.00552945;59.44879913;42.67419815
54936;424;297;0.00315965;59.44919968;42.66360092
54937;424;297;0.050947402;59.45059967;42.74000168
54938;424;297;0.00394958;59.44919968;42.88199997
54939;424;297;0.00473946;59.44940186;42.49959946
54940;424;297;0.0130334;59.44979858;42.78099823
54941;424;297;0.016587701;59.45019913;42.69189835
54942;424;297;0.0300151;59.4510994;42.70809937
54943;424;297;0.00434442;59.45000076;42.72259903
54944;424;297;0.0102686;59.45029831;42.3492012
54945;424;297;0.023696201;59.45100021;42.71179962
54946;424;297;0.096363597;59.45130157;42.88190079
54947;424;297;0.00631902;59.45069885;42.7364006
54948;424;297;0.00315951;59.45080185;42.73320007
54949;424;297;0.00513412;59.45140076;42.66690063
54950;424;297;0.00276454;59.45130157;42.79700089
54951;424;297;0.00236961;59.45119858;42.68330002
54952;424;297;0.022905501;59.45220184;42.50360107
54953;424;297;0.00394928;59.4516983;42.79840088
54954;424;297;0.00592381;59.45230103;42.67459869
54955;424;297;0.00236952;59.45240021;42.74119949
54956;424;297;0.0157967;59.45259857;42.89870071
54957;424;297;0.00908303;59.45299911;42.80580139
54958;424;297;0.0035542;59.45330048;42.72040176
54959;424;297;0.00473889;59.45349884;42.94400024
54960;424;297;0.00434399;59.45349884;42.89670181
54961;424;297;0.00473886;59.4538002;42.74399948
54962;424;297;0.00315922;59.45399857;42.71530151
54963;424;297;0.00355411;59.45389938;42.73329926
54964;424;297;0.046991698;59.45510101;42.90999985
54965;424;297;0.00434382;59.45479965;42.5102005
54966;424;297;0.00789781;59.45489883;42.7859993
54967;424;297;0.00276425;59.45479965;43.01440048
54968;424;297;0.0039489;59.45510101;42.29880142
54969;424;297;0.00631817;59.45550156;42.95280075
54970;424;297;0.0347488;59.45650101;42.53030014
54971;424;297;0.00315912;59.45500183;42.79430008
54972;424;297;0.00394882;59.45569992;42.53319931
54973;424;297;0.00513344;59.4557991;42.72169876
54974;424;297;0.00276415;59.45610046;42.9455986
54975;424;297;0.00236926;59.45629883;42.64910126
54976;424;297;0.00236926;59.45619965;42.64759827
54977;424;297;0.00552817;59.45679855;42.72109985
54978;424;297;0.00947679;59.45709991;42.53409958
54979;424;297;0.0236915;59.45780182;42.23730087
54980;424;297;0.018163599;59.45740128;42.65250015
54981;424;297;0.00631776;59.45750046;42.6556015
54982;424;297;0.023296099;59.45859909;42.72779846
54983;424;297;0.00236909;59.45849991;42.79410172
54984;424;297;0.0134247;59.45909882;42.65530014
54985;424;297;0.00987104;59.45920181;42.79219818
54986;424;297;0.00394842;59.45909882;42.79499817
54987;424;297;0.00513292;59.45940018;42.24620056
54988;424;297;0.00236904;59.45940018;42.93130112
54989;424;297;0.00908115;59.4598999;42.72359848
54990;424;297;0.0244791;59.46070099;42.71170044
54991;424;297;0.00315865;59.45999908;42.73350143
54992;424;297;0.00276377;59.46060181;42.97940063
54993;424;297;0.0114495;59.46179962;42.79439926
54994;424;297;0.00513257;59.46149826;42.8716011
54995;424;297;0.00631698;59.46170044;42.68700027
54996;424;297;0.016581699;59.46250153;42.79800034
54997;424;297;0.0134233;59.46260071;42.87379837
54998;424;297;0.00236884;59.46220016;42.97050095
54999;424;297;0.0240827;59.46289825;42.72900009
55000;424;297;0.00710645;59.46250153;42.73509979
55001;424;297;0.00671156;59.46310043;42.73360062
55002;424;297;0.00789593;59.46310043;42.97539902
55003;424;297;0.00552715;59.46319962;42.68289948
55004;424;297;0.00473754;59.4632988;42.7405014
55005;424;297;0.019344799;59.46360016;42.98109818
55006;424;297;0.00394796;59.46319962;42.69039917
55007;424;297;0.015002;59.46369934;42.74349976
55008;424;297;0.020923801;59.46369934;42.93930054
55009;424;297;0.0130277;59.46469879;42.47180176
55010;424;297;0.00236871;59.4640007;42.7276001
55011;424;297;0.0276342;59.46490097;42.98820114
55012;424;297;0.0142122;59.46419907;42.99039841
55013;424;297;0.0027635;59.46419907;42.6969986
55014;424;297;0.00947471;59.46459961;42.94599915
55015;424;297;0.00236866;59.46490097;42.73450089
55016;424;297;0.00394776;59.46500015;42.69110107
55017;424;297;0.00592159;59.46509933;42.68730164
55018;424;297;0.00236865;59.46500015;42.74509811
55019;424;297;0.00434244;59.46549988;42.95009995
55020;424;297;0.0252646;59.46630096;42.73500061
55021;424;297;0.00355286;59.46609879;42.81779861
55022;424;297;0.00236857;59.4659996;42.92679977
55023;424;297;0.00394758;59.46640015;42.76250076
55024;424;297;0.00276332;59.46630096;42.76860046
55025;424;297;0.00750034;59.46659851;43.31480026
55026;424;297;0.00315804;59.46649933;42.70069885
55027;424;297;0.00236851;59.46689987;43.3064003
55028;424;297;0.00434226;59.46699905;42.75680161
55029;424;297;0.00394747;59.4673996;42.73929977
55030;424;297;0.00434219;59.46749878;42.74089813
55031;424;297;0.00671064;59.46770096;42.86429977
55032;424;297;0.00315791;59.4681015;42.27360153
55033;424;297;0.00750002;59.46820068;42.96030045
55034;424;297;0.00355262;59.46829987;42.67520142
55035;424;297;0.0240785;59.46889877;42.82099915
55036;424;297;0.00671045;59.46860123;43.3125
55037;424;297;0.00315785;59.46879959;42.8586998
55038;424;297;0.0110522;59.4693985;42.7419014
55039;424;297;0.057233699;59.47000122;43.31029892
55040;424;297;0.00986793;59.46989822;42.62860107
55041;424;297;0.0142095;59.47069931;43.33039856
55042;424;297;0.00276298;59.47040176;42.63550186
55043;424;297;0.00236824;59.47079849;42.74639893
55044;424;297;0.00868352;59.47100067;42.8307991
55045;424;297;0.022892199;59.47200012;43.32419968
55046;424;297;0.00394703;59.47109985;42.68569946
55047;424;297;0.0031576;59.47140121;42.68740082
55048;424;297;0.0023682;59.4715004;42.6432991
55049;424;297;0.00552577;59.4715004;42.62549973
55050;424;297;0.00631516;59.47159958;42.74420166
55051;424;297;0.00315758;59.47169876;42.83369827
55052;424;297;0.00276288;59.47180176;42.69100189
55053;424;297;0.00236818;59.47169876;42.96160126
55054;424;297;0.00355224;59.47190094;42.64250183
55055;424;297;0.00749906;59.47259903;43.30690002
55056;424;297;0.00276283;59.47230148;42.62319946
55057;424;297;0.018944699;59.47299957;42.63740158
55058;424;297;0.00236814;59.47240067;42.90299988
55059;424;297;0.006315;59.47249985;43.01679993
55060;424;297;0.02447;59.47340012;43.29650116
55061;424;297;0.00552553;59.47299957;42.84159851
55062;424;297;0.00355212;59.47320175;43.30199814
55063;424;297;0.0161817;59.47340012;42.64199829
55064;424;297;0.00394682;59.47299957;42.7276001
55065;424;297;0.00473616;59.47320175;42.85710144
55066;424;297;0.00394681;59.47309875;42.69530106
55067;424;297;0.0106562;59.4734993;42.83810043
55068;424;297;0.00394671;59.47380066;42.75049973
55069;424;297;0.0406502;59.47460175;42.84569931
55070;424;297;0.00236798;59.47449875;42.64089966
55071;424;297;0.011445;59.47510147;42.6427002
55072;424;297;0.0063144;59.47570038;43.32080078
55073;424;297;0.00355185;59.47579956;43.29660034
55074;424;297;0.039858099;59.47700119;42.89670181
55075;424;297;0.0122339;59.47639847;42.92739868
55076;424;297;0.00907677;59.47639847;42.64239883
55077;424;297;0.0173638;59.47729874;42.75790024
55078;424;297;0.00749805;59.47700119;42.66790009
55079;424;297;0.00513024;59.47700119;42.64080048
55080;424;297;0.0240719;59.47809982;42.64599991
55081;424;297;0.00236777;59.47750092;42.87239838
55082;424;297;0.00710315;59.47829819;43.00320053
55083;424;297;0.026438801;59.47919846;42.64390182
55084;424;297;0.0090762;59.47850037;42.92649841
